Date,Open,High,Low,Close,Adj Close,Volume
2007-01-02,49.165000915527344,49.599998474121094,49.0,49.165000915527344,41.17510986328125,1022082
2007-01-03,49.665000915527344,51.96500015258789,49.165000915527344,51.1349983215332,42.82495880126953,2935473
2007-01-04,51.599998474121094,52.23500061035156,51.0,51.21500015258789,42.89196014404297,1931850
2007-01-05,50.334999084472656,51.415000915527344,50.334999084472656,50.584999084472656,42.364341735839844,1085076
2007-01-08,50.96500015258789,51.26499938964844,50.165000915527344,50.51499938964844,42.30571365356445,1562775
2007-01-09,50.96500015258789,51.334999084472656,50.21500015258789,50.54999923706055,42.33503341674805,1649364
2007-01-10,50.8849983215332,50.8849983215332,49.01499938964844,49.915000915527344,41.80323028564453,1636986
2007-01-11,50.45000076293945,50.834999084472656,49.3650016784668,50.665000915527344,42.43135070800781,1342035
2007-01-12,51.0,51.650001525878906,50.834999084472656,51.26499938964844,42.9338264465332,2108331
2007-01-15,51.915000915527344,52.0,50.75,51.04999923706055,42.753780364990234,2531427
2007-01-16,51.6150016784668,51.665000915527344,50.834999084472656,51.314998626708984,42.9757080078125,1217307
2007-01-17,51.599998474121094,51.834999084472656,50.834999084472656,51.71500015258789,43.310699462890625,2705379
2007-01-18,51.849998474121094,58.900001525878906,51.665000915527344,57.1349983215332,47.84988784790039,11790669
2007-01-19,59.28499984741211,59.334999084472656,56.0,56.415000915527344,47.24690628051758,9215541
2007-01-22,56.96500015258789,57.099998474121094,53.73500061035156,54.099998474121094,45.30810546875,3927600
2007-01-23,53.1150016784668,55.165000915527344,53.1150016784668,53.685001373291016,44.96055221557617,6841440
2007-01-24,53.665000915527344,55.26499938964844,53.165000915527344,54.599998474121094,45.72685623168945,6056496
2007-01-25,27.625,27.625,25.4375,25.674999237060547,21.502513885498047,3510098
2007-01-29,52.0,52.20000076293945,50.54999923706055,51.025001525878906,42.73283767700195,1583760
2007-01-31,51.32500076293945,51.349998474121094,49.04999923706055,49.45000076293945,41.413787841796875,2923924
2007-02-01,49.54999923706055,50.974998474121094,48.75,50.42499923706055,42.230350494384766,1532704
2007-02-02,50.5,51.150001525878906,49.900001525878906,50.07500076293945,41.937225341796875,1268502
2007-02-05,50.0,51.0,49.5,50.75,42.50252914428711,1091858
2007-02-06,51.0,53.0,50.25,52.650001525878906,44.09375762939453,3286938
2007-02-07,53.375,53.5,52.07500076293945,53.17499923706055,44.533451080322266,2384580
2007-02-08,53.125,53.349998474121094,51.5,52.349998474121094,43.84251022338867,1286848
2007-02-09,52.349998474121094,52.875,51.400001525878906,51.900001525878906,43.46564483642578,1203124
2007-02-12,52.0,52.400001525878906,50.349998474121094,50.79999923706055,42.54441452026367,1099270
2007-02-13,50.04999923706055,51.70000076293945,48.75,49.900001525878906,41.79066467285156,1335930
2007-02-14,49.5,50.95000076293945,49.0,50.525001525878906,42.314090728759766,1207866
2007-02-15,50.92499923706055,53.099998474121094,49.525001525878906,52.5,43.96814727783203,1604402
2007-02-19,52.92499923706055,53.04999923706055,51.525001525878906,52.32500076293945,43.82156753540039,736796
2007-02-20,52.650001525878906,52.92499923706055,50.75,51.125,42.81658935546875,480368
2007-02-21,51.25,53.224998474121094,50.54999923706055,52.974998474121094,44.36594009399414,2251236
2007-02-22,53.849998474121094,53.849998474121094,49.04999923706055,50.04999923706055,41.91628646850586,4991428
2007-02-23,50.349998474121094,51.150001525878906,48.5,49.224998474121094,41.22535705566406,1425882
2007-02-26,47.724998474121094,50.0,47.724998474121094,49.724998474121094,41.644100189208984,1610104
2007-02-27,50.0,50.45000076293945,49.07500076293945,49.32500076293945,41.309120178222656,1339890
2007-02-28,47.849998474121094,49.5,46.0,48.849998474121094,40.91129684448242,2484096
2007-03-01,49.5,49.5,47.025001525878906,47.95000076293945,40.157562255859375,2219318
2007-03-02,47.625,49.25,47.0,48.650001525878906,40.743804931640625,1658896
2007-03-05,47.525001525878906,47.525001525878906,45.224998474121094,46.125,38.6291389465332,2230128
2007-03-06,46.54999923706055,48.45000076293945,45.0,45.5,38.1057243347168,2434174
2007-03-07,45.974998474121094,46.5,45.04999923706055,45.57500076293945,38.16852951049805,1377450
2007-03-08,45.75,46.275001525878906,44.375,45.92499923706055,38.46165084838867,2012366
2007-03-09,46.5,46.5,44.70000076293945,44.92499923706055,37.62416076660156,861018
2007-03-12,45.849998474121094,46.20000076293945,44.0,44.25,37.05885314941406,1628446
2007-03-13,44.82500076293945,45.45000076293945,44.400001525878906,44.92499923706055,37.62416076660156,1124240
2007-03-14,44.5,44.849998474121094,41.0,44.04999923706055,36.891361236572266,842976
2007-03-15,44.5,44.95000076293945,43.625,43.79999923706055,36.68198776245117,760716
2007-03-16,43.75,44.125,41.95000076293945,42.25,35.6894416809082,1080512
2007-03-19,42.875,42.875,42.07500076293945,42.525001525878906,35.92173767089844,596686
2007-03-20,43.0,43.400001525878906,41.70000076293945,42.07500076293945,35.54160690307617,1050224
2007-03-21,41.54999923706055,43.95000076293945,41.54999923706055,43.650001525878906,36.872047424316406,2304036
2007-03-22,44.0,45.849998474121094,44.0,45.349998474121094,38.30806350708008,2863974
2007-03-23,45.92499923706055,47.29999923706055,45.04999923706055,46.70000076293945,39.448455810546875,6250398
2007-03-26,46.599998474121094,47.400001525878906,45.025001525878906,45.45000076293945,38.392539978027344,2841118
