Date,Open,High,Low,Close,Adj Close,Volume
2010-06-30,37.125,37.45000076293945,35.92499923706055,36.57500076293945,23.512365341186523,2798
2010-07-01,36.0,36.45000076293945,35.900001525878906,36.400001525878906,23.399871826171875,9502
2010-07-02,36.400001525878906,36.95000076293945,35.54999923706055,35.974998474121094,23.126651763916016,35214
2010-07-05,35.75,35.92499923706055,35.45000076293945,35.625,22.90165901184082,23714
2010-07-06,36.099998474121094,36.224998474121094,34.625,34.95000076293945,22.467735290527344,70882
2010-07-07,35.625,35.625,34.5,35.17499923706055,22.612377166748047,70114
2010-07-08,35.5,35.625,35.0,35.224998474121094,22.64451026916504,64596
2010-07-09,35.375,35.900001525878906,34.75,35.525001525878906,22.837377548217773,58450
2010-07-12,35.525001525878906,36.849998474121094,35.349998474121094,36.0,23.30674934387207,152404
2010-07-13,35.70000076293945,36.45000076293945,35.57500076293945,36.0,23.30674934387207,43200
2010-07-14,36.125,37.099998474121094,35.900001525878906,36.275001525878906,23.484786987304688,228612
2010-07-15,36.5,36.5,35.849998474121094,36.25,23.46860122680664,207408
2010-07-16,36.20000076293945,38.0,36.025001525878906,37.474998474121094,24.261667251586914,462706
2010-07-19,37.5,39.45000076293945,37.275001525878906,37.474998474121094,24.261667251586914,492700
2010-07-20,38.375,39.224998474121094,37.900001525878906,38.375,24.844341278076172,648820
2010-07-21,39.900001525878906,40.45000076293945,38.625,39.625,25.653608322143555,1155132
2010-07-22,40.25,41.0,39.375,39.82500076293945,25.78308868408203,819532
2010-07-23,40.20000076293945,41.400001525878906,40.0,40.70000076293945,26.34957504272461,759200
2010-07-26,41.0,41.75,40.75,41.375,26.786571502685547,396674
2010-07-27,41.75,44.275001525878906,41.375,43.775001525878906,28.340356826782227,1616044
2010-07-28,44.224998474121094,46.20000076293945,43.67499923706055,45.17499923706055,29.24672508239746,1482150
2010-07-29,45.75,47.474998474121094,45.375,46.525001525878906,30.12073516845703,1357488
2010-07-30,47.0,48.474998474121094,46.5,47.82500076293945,30.96236801147461,2975312
2010-08-02,48.650001525878906,57.400001525878906,48.5,57.400001525878906,37.16131591796875,7169800
2010-08-03,59.82500076293945,63.150001525878906,56.54999923706055,57.900001525878906,37.485015869140625,5282252
2010-08-04,58.224998474121094,61.400001525878906,57.54999923706055,59.5,38.520870208740234,2137060
2010-08-05,59.70000076293945,60.0,56.125,56.775001525878906,36.75668716430664,1355062
2010-08-06,57.42499923706055,58.70000076293945,55.025001525878906,56.974998474121094,36.88616180419922,1774928
2010-08-09,57.625,59.20000076293945,57.5,58.92499923706055,38.148616790771484,1216010
2010-08-10,59.70000076293945,61.70000076293945,57.82500076293945,60.54999923706055,39.20064926147461,3838152
2010-08-11,61.0,63.224998474121094,58.0,59.20000076293945,38.32664489746094,3039656
2010-08-12,58.5,59.5,58.0,58.70000076293945,38.002933502197266,835488
2010-08-13,59.17499923706055,59.79999923706055,58.25,58.57500076293945,37.92201232910156,443216
2010-08-16,58.95000076293945,59.900001525878906,57.04999923706055,58.07500076293945,37.59831237792969,541852
2010-08-17,58.5,59.0,57.54999923706055,57.75,37.387901306152344,517222
2010-08-18,58.474998474121094,58.474998474121094,57.5,57.75,37.387901306152344,244062
