Date,Open,High,Low,Close,Adj Close,Volume
2007-01-02,251.5,254.8000030517578,250.75,251.5,230.7579345703125,218029
2007-01-03,253.4499969482422,258.54998779296875,249.5,257.8500061035156,236.58421325683594,877596
2007-01-04,259.3999938964844,259.3999938964844,252.10000610351562,255.14999389648438,234.1068878173828,675088
2007-01-05,260.0,260.0,252.0500030517578,253.60000610351562,232.6847381591797,485228
2007-01-08,253.60000610351562,253.60000610351562,245.0500030517578,247.5500030517578,227.13369750976562,574365
2007-01-09,248.85000610351562,251.4499969482422,242.3000030517578,244.10000610351562,223.96823120117188,581021
2007-01-10,245.0,245.25,231.10000610351562,242.8000030517578,222.7754669189453,1095221
2007-01-11,244.0,247.6999969482422,241.6999969482422,246.6999969482422,226.35379028320312,562074
2007-01-12,250.0,256.95001220703125,247.0,255.1999969482422,234.1527557373047,959213
2007-01-15,258.5,260.0,255.0,258.0,236.72186279296875,900079
2007-01-16,259.0,259.79998779296875,255.4499969482422,258.8500061035156,237.50173950195312,548586
2007-01-17,262.5,262.5,255.89999389648438,261.04998779296875,239.52027893066406,826563
2007-01-18,261.45001220703125,261.8999938964844,258.0,259.6000061035156,238.18988037109375,429742
2007-01-19,259.6000061035156,259.6000061035156,250.1999969482422,252.5500030517578,231.7213592529297,728297
2007-01-22,254.0,255.8000030517578,252.0,254.89999389648438,233.8775177001953,220586
2007-01-23,254.0,256.95001220703125,253.5500030517578,254.75,233.7399139404297,293804
2007-01-24,248.10000610351562,254.5,246.0500030517578,246.8000030517578,226.445556640625,1407677
2007-01-25,249.5,251.0,239.5500030517578,243.89999389648438,223.7847442626953,1722547
2007-01-29,247.10000610351562,251.89999389648438,245.5,248.60000610351562,228.0971221923828,1812011
2007-01-31,247.0,248.5,242.0500030517578,246.3000030517578,225.9867706298828,693149
2007-02-01,245.10000610351562,248.75,243.85000610351562,247.0,226.62905883789062,255265
2007-02-02,249.9499969482422,252.6999969482422,246.14999389648438,249.85000610351562,229.24400329589844,839338
2007-02-05,252.0,252.0,246.9499969482422,248.4499969482422,227.95947265625,405070
2007-02-06,248.4499969482422,251.85000610351562,246.0,250.14999389648438,229.51925659179688,656367
2007-02-07,248.0,259.3999938964844,247.64999389648438,257.5,236.26309204101562,1319482
2007-02-08,258.3999938964844,260.0,253.5500030517578,257.1000061035156,235.89608764648438,693483
2007-02-09,253.35000610351562,255.89999389648438,251.5,252.5,231.67543029785156,477806
2007-02-12,253.6999969482422,255.0,246.14999389648438,248.35000610351562,227.86770629882812,594455
2007-02-13,251.6999969482422,251.6999969482422,241.0500030517578,243.5500030517578,223.463623046875,819069
2007-02-14,242.25,246.8000030517578,231.39999389648438,244.0,223.87643432617188,520840
2007-02-15,259.20001220703125,267.0,238.0,256.6499938964844,235.48318481445312,1030747
2007-02-19,257.1499938964844,259.0,253.0,255.5,234.4280242919922,807529
2007-02-20,254.8000030517578,256.5,250.0500030517578,254.64999389648438,233.64813232421875,860174
2007-02-21,254.89999389648438,257.5,249.60000610351562,254.39999389648438,233.4187469482422,980154
2007-02-22,252.0500030517578,255.85000610351562,245.0,247.6999969482422,227.2712860107422,1055138
2007-02-23,249.0,250.0500030517578,240.0,241.89999389648438,221.94964599609375,687757
2007-02-26,242.0,246.5,235.39999389648438,245.0,224.7939910888672,510684
2007-02-27,246.89999389648438,246.89999389648438,238.0500030517578,239.64999389648438,219.88523864746094,497377
2007-02-28,235.0,239.8000030517578,220.10000610351562,231.9499969482422,212.8202667236328,1185786
2007-03-01,235.8000030517578,236.0500030517578,225.0,229.6999969482422,210.75587463378906,1464477
2007-03-02,228.0,232.89999389648438,223.64999389648438,225.1999969482422,206.62696838378906,535489
2007-03-05,222.89999389648438,223.9499969482422,215.0,217.1999969482422,199.28675842285156,660679
2007-03-06,221.0,224.6999969482422,216.0,221.85000610351562,203.55328369140625,399245
2007-03-07,222.10000610351562,235.5,222.10000610351562,231.5500030517578,212.4532470703125,1435391
2007-03-08,232.0,238.0,226.9499969482422,236.5500030517578,217.04090881347656,519542
2007-03-09,237.0,237.10000610351562,226.60000610351562,229.14999389648438,210.25119018554688,463407
2007-03-12,232.0,234.0,228.0500030517578,232.35000610351562,213.187255859375,707948
2007-03-13,230.5,237.5500030517578,227.6999969482422,236.5500030517578,217.04090881347656,715607
2007-03-14,229.60000610351562,238.0,226.10000610351562,230.60000610351562,211.58163452148438,802567
2007-03-15,234.8000030517578,235.9499969482422,226.0500030517578,227.60000610351562,208.8290252685547,412758
2007-03-16,226.0,231.9499969482422,220.64999389648438,222.9499969482422,204.56253051757812,354289
