Date,Open,High,Low,Close,Adj Close,Volume
2007-01-02,765.0,807.2000122070312,752.0499877929688,785.4500122070312,502.0187072753906,486923
2007-01-03,786.0,795.0,766.3499755859375,778.2999877929688,497.4486999511719,633713
2007-01-04,779.9000244140625,779.9000244140625,752.25,755.4000244140625,482.8121643066406,250497
2007-01-05,755.0,760.9000244140625,747.2000122070312,749.9500122070312,479.3288269042969,910475
2007-01-08,750.5999755859375,752.0,731.0999755859375,733.7000122070312,468.9427185058594,257308
2007-01-09,736.0,739.9000244140625,728.0,730.2999877929688,466.7696228027344,330129
2007-01-10,738.0,743.0,725.0,730.0999755859375,466.6417541503906,343318
2007-01-11,740.0,740.0,721.0,733.0499877929688,468.5273132324219,555307
2007-01-12,741.0,747.7999877929688,737.0999755859375,743.1500244140625,474.9826354980469,280872
2007-01-15,747.0,750.0,732.0,734.0999755859375,469.1983642578125,305765
2007-01-16,736.0,739.9000244140625,724.5,726.5499877929688,464.3727722167969,372430
2007-01-17,732.7999877929688,739.7000122070312,725.0,728.8499755859375,465.8427429199219,215968
2007-01-18,735.7999877929688,735.9000244140625,727.1500244140625,730.2999877929688,466.7696228027344,162986
2007-01-19,731.0,738.4000244140625,725.0499877929688,729.8499755859375,466.4820251464844,424013
2007-01-22,734.7999877929688,734.7999877929688,720.0999755859375,724.3499755859375,462.9666442871094,119743
2007-01-23,725.0,726.0,715.0,717.0999755859375,458.3329162597656,609502
2007-01-24,718.0,722.5,715.0,719.25,459.70703125,227568
2007-01-25,717.0,721.5,714.0499877929688,717.0,458.26904296875,584368
2007-01-29,718.0,720.0,715.0,716.0499877929688,457.6618347167969,241008
2007-01-31,716.0,728.0,703.0,716.2999877929688,457.8216247558594,958492
2007-02-01,710.4000244140625,728.9500122070312,709.1500244140625,725.7000122070312,463.82958984375,296607
2007-02-02,731.9500122070312,734.7999877929688,715.0,716.25,457.78961181640625,300393
2007-02-05,722.9000244140625,737.7000122070312,710.0499877929688,731.3499755859375,467.4406433105469,306162
2007-02-06,732.0,735.0,717.0,719.5499877929688,459.89886474609375,168054
2007-02-07,728.0,744.2999877929688,715.0,738.9500122070312,472.29827880859375,562069
2007-02-08,731.5999755859375,737.0,726.0,728.1500244140625,465.3955383300781,232097
2007-02-09,729.5,733.0,722.0,726.0999755859375,464.0851745605469,385903
2007-02-12,726.0999755859375,736.5,716.0,733.25,468.6551513671875,211560
2007-02-13,725.9500122070312,729.0,715.0,720.3499755859375,460.4100646972656,175550
2007-02-14,716.2999877929688,719.7999877929688,703.0,711.5499877929688,454.78558349609375,336224
2007-02-15,725.0,754.0,706.0,745.5,476.4847106933594,225338
2007-02-19,740.0,753.7000122070312,715.0,717.25,458.42864990234375,299267
2007-02-20,730.0,730.0,715.0499877929688,718.4500122070312,459.19573974609375,107731
2007-02-21,724.0,748.2000122070312,715.0499877929688,740.4500122070312,473.25689697265625,309537
2007-02-22,700.0,742.7999877929688,684.9500122070312,715.5,457.3101806640625,397339
